State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
Colorado,,3/18/2020,The Governor issued an executive order extending the suspension of downhill ski area operations through April 6.,government,non-essential closing,extended,HD09,https://www.nga.org/coronavirus/
Colorado,,3/19/2020,"The Governor signed an executive order temporarily suspending elective and nonessential surgeries and procedures to preserve important medical equipment, like personal protective equipment and ventilators.",government,public service restriciton,,HD09,https://www.nga.org/coronavirus/
Colorado,Denver,3/20/2020,"Denver announces small business relief, up to $7500 for small businesses",government,new public service,small business relief,HD09,https://www.denver.org/blog/post/small-business-tourism-workers-artitsts-resources-covid19/
Colorado,Denver,3/20/2020,Denver resturant collects food to create meals for unemployed resturant/bar workers,other,new public service,business opens up for relief,HD09,https://www.denver.org/blog/post/small-business-tourism-workers-artitsts-resources-covid19/
Colorado,,3/20/2020,USBG National Charity Foundation provides relief grants for bartenders dealing with hardship,government,new public service,,HD09,https://www.denver.org/blog/post/small-business-tourism-workers-artitsts-resources-covid19/
Colorado,,3/20/2020,"Govenor Polis laaunched Help Colorado Now, to raise funds and connect volunteers",government,other,,HD09,https://www.denver.org/blog/post/small-business-tourism-workers-artitsts-resources-covid19/
Colorado,,3/20/2020,The Dumb Friends League released info for subsidized pet food,other,other,help for pets,HD09,https://www.denver.org/blog/post/small-business-tourism-workers-artitsts-resources-covid19/
Colorado,,3/20/2020,Rocky Mountain National Park closes,other,non-essential closing,,GN52,https://www.nps.gov/romo/planyourvisit/conditions.htm#covid19
Colorado,,3/24/2020,Several cities/counties enact Stay at Home order,goverment,stay at home,Source has links to specific counties/cities and times they declared,GN52,https://kdvr.com/news/coronavirus/list-all-of-the-colorado-counties-with-stay-at-home-orders/
Colorado,,3/25/2020,Several more cities/counties enact Stay at Home order,goverment,stay at home,Source has links to specific counties/cities and times they declared,GN52,https://kdvr.com/news/coronavirus/list-all-of-the-colorado-counties-with-stay-at-home-orders/
Colorado,,3/26/2020,"Govenor of Colorado Jared Polis, enacted ""Stay At Home"" Order",government,stay at home,,HD09,https://www.colorado.com/colorado-travel-covid-19
Colorado,,3/27/2020,"The Colorado Division of Insurance (DOI), part of the Department of Regulatory Agencies (DORA), took action to reduce insurance delays for restaurants and workers",government,other,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/29/2020,President Donald Trump has approved his request in declaring a Major Disaster for the State of Colorado.,government,other,,HD09,https://www.nga.org/coronavirus/
Colorado,,3/29/2020,CDOT suspends bus service,government,movement restriction,,GN52,https://www.codot.gov/news/2020/march-2020/cdot-suspends-bustang-and-outrider-service
Colorado,,4/1/2020,The Governor announced that he would extend the suspension of normal in-person learning at all public and private elementary and secondary schools until April 30.,government,school closing,traffic lessened,HD09,https://www.nga.org/coronavirus/
Colorado,,4/1/2020,The Governor issued an executive order expanding the use of telehealth services.,government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/1/2020,"Colorado saw a 60% reduction in traffic after the ""Stay at Home"" was enacted",other,movement restriction,traffic lessened,HD09,https://www.colorado.com/colorado-travel-covid-19
Colorado,,4/2/2020,Air Force Academy moves comencement/graduation to online format,other,events cancelled,,KA31,https://www.denverpost.com/2020/04/08/colorado-coronavirus-covid-timeline/
Colorado,,4/3/2020,"The Governor announced the Special Enrollment Period for individual health insurance will be extended to run through April 30, 2020.",government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/3/2020,The Governor announced that he is asking all Coloradans to wear cloth face coverings when they go out of the house for essential functions like grocery shopping.,government,wear masks,,HD09,https://www.nga.org/coronavirus/
Colorado,Denver,4/6/2020,Denver Mayor Micheal Hancock extended Stay at home until April 30th,government,stay at home,,HD09,https://www.denver.org/about-denver/travel-advisory/
Colorado,,4/6/2020,Govenor extends stay at home unti April 26th,government,stay at home,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/6/2020,The Governor issued an executive order allowing for a one-month extension for filing and remitting state and state-administered local sales tax.,government,new public service,deadline moved,HD09,https://www.nga.org/coronavirus/
Colorado,,4/9/2020,"6202 cases, 1221 hospitalized, 31180 tested, 226 deaths",other,other,"stats from the state, updated daily",HD09,https://covid19.colorado.gov/case-data
Colorado,,4/9/2020,"The Governor issued an executive order suspending certain regulatory statutes concerning juvenile justice, regional centers, and behavioral health to provide the Colorado Department of Human Services with flexibility to respond to COVID-19.",government,public service restriciton,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/13/2020,"The Governor sent a letter encouraging hotel and motel owners and operators to rise to the challenge in addressing COVID-19 by entering agreements to temporarily house homeless Coloradans, along with some of the state’s most vulnerable.",government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,Denver,4/13/2020,The Governor sends national guard to the City of Denver to help shelters maintain order,government,other,national gaurd sent to City of Denver,HD09,https://www.nga.org/coronavirus/
Colorado,,4/14/2020,"The Governor issued an executive order, amending previous orders which supports emergency childcare for essential workers and temporarily suspends certain statutes, enabling schools and school districts to focus on delivering instruction and student services.",government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/14/2020,"The Governor issued an executive order, extending and amending previous orders which limits in-person contact for the 2020 elections and the secretary of state’s operations. The executive order is extended by an additional 30 days.",government,movement restriction,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/15/2020,The Governor issued anexecutive order providing hospitals and health care providers more flexibility to expand the trained medical personnel available to provide health care services within inpatient facilities.,government,new public service,,HD09,https://www.nga.org/coronavirus/
Colorado,,4/15/2020,The Governor issued an executive order temporarily suspending a statute concerning fire bans in order to provide boards of county commissioners with broader discretion and greater flexibility to implement restrictions on open burning.,government,new public service,,HD09,https://www.nga.org/coronavirus/
Connecticut,,2/6/2020,Connecticut Department of Public Health released a statement that students who had been to China self-monitor for 14 days,government,movement restriction,,MA35,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut
Connecticut,University of New Haven,2/25/2020,All students in Italy should return to the United States,other,movement restriction,,MA35,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut
Connecticut,Southern Connecticut State University,3/3/2020,"Suspended institutionally-supported travel to Italy, China, South Korea, and Japan",other,movement restriction,,MA35,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut
Connecticut,,3/7/2020,Governor Lamont announced that Connecticut is partnering with United Way of Connecticut to launch an information hotline for questions from the public regarding issues related to the spread of coronavirus (COVID-19).,government,other,PR,MA35,https://www.nga.org/coronavirus/
Connecticut,,3/9/2020,The Governor also issued an immediate freeze on state employee travel on state business outside of Connecticut until further notice.,government,movement restriction,,MA35,https://www.nga.org/coronavirus/
Connecticut,Connecticut State Colleges,3/9/2020,Strongly discouraged students and staff from traveling outside of the state for spring break,other,movement restriction,,MA35,https://abc7ny.com/coronavirus-cases-update-ct/5991616/
Connecticut,,3/10/2020,"Suspension of Non-Critical Court Operations and Associated Requirements. Notwithstanding any provision of the Connecticut General Statutes or of any regulation, local rule or other provision of law, I hereby suspend, for the duration of this public health and civil preparedness emergency, unless earlier modified or terminated by me, all statutory (1) location or venue requirements; (2) time requirements, statutes of limitation or other limitations or deadlines relating to service of process, court proceedings or court filings; and (3) all time requirements or deadlines related to the Supreme, Appellate and Superior courts or their judicial officials to issue notices, hold court, hear matters and/or render decisions including, but not limited to, the following: All time limitations in Chapters 959, 959a, 960 and 961 of the General Statutes including, but not limited to, C.G.S. § 54-lg concerning the time of arraignments and C.G.S. § 54-82m concerning the right to a speedy trial; All time limitations for rendering judgments in civil actions provided in C.G.S. § 51-183b; All time limitations concerning civil process, service and return provided in Chapter 896 of the General Statutes; All statutes of limitations provided in Chapter 926 of the General Statutes; All time limitations concerning the automatic review of terms of probation provided in C.G.S. §53a-29(g); All time constraints for the filing of administrative appeals provided in C.G.S. § 4-183; All time limitations concerning hearings and rulings pertaining to primary and election disputes provided in Chapter 149 of the General Statutes; All time limitations in Title 46b of the General Statutes including, but not limited to, family, juvenile and child support matters; All venue and filing requirements including, but not limited to, C.G.S.§§ 51-345, 51-348, 51-352 and 51-353, provided in Chapter 890 of the General Statutes; The times and places for the sitting of the Superior Court provided in C.G.S. § 51-181; The notice of sessions provided in C.G.S. § 51-182",Government,public service reduction,Courts closed for non-essentail cases,LB10,https://jud.ct.gov/COVID19.htm
